"id","name","now_cost","position","team","points_per_game","ict_index_rank","influence","creativity_rank","goals_scored","points_per_game_rank","threat","influence_rank_type","expected_goals_conceded","in_dreamteam","goals_conceded","news","transfers_in_event","yellow_cards","expected_assists","expected_goals_conceded_per_90","starts","ep_this","direct_freekicks_order","goals_conceded_per_90","expected_assists_per_90","ict_index_rank_type","expected_goals_per_90","chance_of_playing_this_round","bonus","points_per_game_rank_type","news_added","now_cost_rank","expected_goal_involvements","penalties_order","web_name","clean_sheets","transfers_out","selected_rank_type","expected_goals","clean_sheets_per_90","form_rank_type","selected_by_percent","ict_index","transfers_in","expected_goal_involvements_per_90","threat_rank","status","form","value_season","saves_per_90","event_points","influence_rank","assists","dreamteam_count","transfers_out_event","ep_next","total_points","bps","selected_rank","corners_and_indirect_freekicks_order","value_form","creativity_rank_type","now_cost_rank_type","form_rank","saves","red_cards","creativity","threat_rank_type","chance_of_playing_next_round","starts_per_90","minutes"
"518","Japhet Tanganga","40","DEF","Spurs","0","249","0","232","0","296","0","93","0","false","0","","1940","0","0","0","0","1","0","0","0","92","0","0","0","99","","593","0","0","Tanganga","0","1925","64","0","0","99","0.9","0","1940","0","194","a","0","0","0","0","243","0","0","1925","0.5","0","0","180","","0","89","173","296","0","0","0","66","0","0","0"
"519","Destiny Udogie","45","DEF","Spurs","1","85","15.6","56","0","194","2","35","2.02","false","2","","3300","0","0.04","2.02","1","2","0","2","0.04","25","0","0","0","73","","508","0.04","0","Udogie","0","1620","39","0","0","73","2.3","3.5","3300","0.04","123","a","1","0.2","0","1","83","0","0","1620","1.5","1","16","119","","0.2","11","146","194","0","0","17.3","38","0","1","90"
"520","Guglielmo Vicario","50","GKP","Spurs","1","537","0","531","0","214","0","75","2.02","false","2","","673","1","0","2.02","1","3.2","0","2","0","75","0","0","0","18","","223","0","0","Vicario","0","1301","35","0","0","18","0.5","0","673","0","520","a","1","0.2","4","1","533","0","0","1301","2.7","1","15","237","","0.2","71","9","214","4","0","0","71","0","1","90"
"521","Alfie Whiteman","40","GKP","Spurs","0","244","0","227","0","291","0","38","0","false","0","Ankle injury - Unknown return date","86","0","0","0","0","0","0","0","0","38","0","0","0","43","2023-08-11 16:00:08.892","588","0","0","Whiteman","0","1677","45","0","0","43","0.3","0","86","0","189","i","0","0","0","0","238","0","0","1677","0","0","0","291","","0","27","55","291","0","0","0","26","0","0","0"
"583","Manor Solomon","55","MID","Spurs","0","617","0","615","0","622","0","253","0","false","0","","170","0","0","0","0","2.1","0","0","0","257","0","0","0","260","","131","0","0","Solomon","0","753","118","0","0","260","0.2","0","170","0","613","a","0","0","0","0","613","0","0","753","1.6","0","0","379","","0","256","84","622","0","0","0","254","0","0","0"
"639","Micky van de Ven","45","DEF","Spurs","1","462","0","455","0","196","0","199","2.02","false","2","","1737","0","0.03","2.02","1","2","0","2","0.03","198","0.04","0","0","74","","520","0.07","0","Van de Ven","0","611","114","0.04","0","74","0.3","0","1737","0.07","438","a","1","0.2","0","1","457","0","0","611","1.5","1","20","299","","0.2","198","149","196","0","0","0","194","0","1","90"
"640","Dane Scarlett","45","FWD","Spurs","0","458","0","451","0","494","0","39","0","false","0","","2287","0","0","0","0","1","0","0","0","41","0","0","0","52","","516","0","0","Scarlett","0","1409","46","0","0","52","0.4","0","2287","0","434","a","0","0","0","0","453","0","0","1409","0.5","0","0","258","","0","40","82","494","0","0","0","41","0","0","0"
"641","Alejo Véliz","55","FWD","Spurs","0","631","0","630","0","631","0","76","0","false","0","","880","0","0","0","0","1.9","0","0","0","76","0","0","0","77","","148","0","0","Veliz","0","611","65","0","0","77","0.1","0","880","0","627","a","0","0","0","0","628","0","0","611","1.4","0","0","471","","0","75","41","631","0","0","0","76","0","0","0"
"522","Nayef Aguerd","45","DEF","West Ham","2","162","13.6","180","0","96","0","39","1.37","false","1","","893","0","0","1.37","1","2","0","1","0","62","0","0","0","33","","406","0","0","N.Aguerd","0","1265","77","0","0","33","0.6","1.4","893","0","341","a","2","0.4","0","2","93","0","0","1265","2","2","8","217","","0.4","65","104","96","0","0","0.1","160","0","1","90"
"523","Michail Antonio","60","FWD","West Ham","1","171","8.6","156","0","238","2","13","0.43","false","0","","5659","1","0.01","0.5","1","2.1","0","0","0.01","17","0","0","0","30","","58","0.01","0","Antonio","1","11293","21","0","1.17","30","2.5","1.1","5659","0.01","138","a","1","0.2","0","1","138","0","0","11293","2.1","1","5","114","","0.2","17","21","238","0","0","0.8","20","0","1.17","77"
"524","Alphonse Areola","40","GKP","West Ham","3","130","21.2","200","0","62","0","7","1.37","false","1","","30440","0","0","1.37","1","1","0","1","0","8","0","0","0","5","","561","0","0","Areola","0","8230","2","0","0","5","23.3","2.1","30440","0","162","a","3","0.8","4","3","57","0","0","8230","1","3","16","16","","0.8","13","41","62","4","0","0","12","0","1","90"
"525","Saïd Benrahma","60","MID","West Ham","2","48","9.2","26","0","144","24","52","1.37","false","1","","1746","0","0.27","1.37","1","2.2","2","1","0.27","25","0.08","0","0","63","","67","0.35","2","Benrahma","0","3553","58","0.08","0","63","0.9","6","1746","0.35","38","a","2","0.3","0","2","131","0","0","3553","2.2","2","7","175","","0.3","20","40","144","0","0","27","18","0","1","90"
"526","Jarrod Bowen","70","MID","West Ham","9","12","40.8","10","1","11","33","6","1.37","false","1","","17228","1","0.35","1.37","1","2.5","4","1","0.35","6","0.22","0","3","5","","31","0.57","4","Bowen","0","6924","26","0.22","0","5","4.5","11.7","17228","0.57","27","a","9","1.3","0","9","16","0","0","6924","2.5","9","29","78","1.0","1.3","6","18","11","0","0","43.5","10","0","1","90"
"527","Maxwel Cornet","55","MID","West Ham","1","199","2.2","601","0","229","0","83","0","false","0","","67","0","0","0","0","2.1","0","0","0","96","0","0","0","104","","99","0","0","Cornet","0","397","157","0","0","104","0.1","0.2","67","0","597","a","1","0.2","0","1","180","0","0","397","2.1","1","2","455","","0.2","245","60","229","0","0","0","241","0","0","1"
"528","Vladimír Coufal","45","DEF","West Ham","2","74","19.8","33","0","94","0","26","1.37","false","1","","755","0","0.16","1.37","1","2","0","1","0.16","20","0","0","0","32","","368","0.16","0","Coufal","0","520","109","0","0","32","0.3","4.4","755","0.16","313","a","2","0.4","0","2","64","0","0","520","2","2","12","286","","0.4","9","76","94","0","0","24.2","141","0","1","90"
"529","Conor Coventry","45","MID","West Ham","0","386","0","377","0","426","0","111","0","false","0","","254","0","0","0","0","1","0","0","0","115","0","0","0","137","","424","0","0","Coventry","0","378","151","0","0","137","0.1","0","254","0","356","a","0","0","0","0","380","0","0","378","1","0","0","440","","0","113","217","426","0","0","0","99","0","0","0"
"530","Aaron Cresswell","45","DEF","West Ham","0","317","0","302","0","361","0","138","0","false","0","","763","0","0","0","0","2","1","0","0","136","0","0","0","141","","316","0","0","Cresswell","0","3741","59","0","0","141","1","0","763","0","268","a","0","0","0","0","312","0","0","3741","2","0","0","169","3.0","0","133","42","361","0","0","0","114","0","0","0"
"531","Flynn Downes","50","MID","West Ham","0","553","0","547","0","569","0","215","0","false","0","","46","0","0","0","0","1.6","0","0","0","219","0","0","0","227","","247","0","0","Downes","0","148","220","0","0","227","0","0","46","0","539","a","0","0","0","0","549","0","0","148","1.6","0","0","561","","0","218","161","569","0","0","0","210","0","0","0"
"532","Emerson Palmieri dos Santos","45","DEF","West Ham","1","59","20.4","30","0","170","4","24","1.37","false","1","","583","1","0.25","1.37","1","2","0","1","0.25","14","0","0","0","56","","345","0.25","0","Emerson","0","806","93","0","0","56","0.4","5","583","0.25","100","a","1","0.2","0","1","62","0","0","806","2","1","8","255","2.0","0.2","7","62","170","0","0","26","26","0","1","90"
"533","Lukasz Fabianski","45","GKP","West Ham","0","310","0","294","0","355","0","59","0","false","0","","2245","0","0","0","0","2.4","0","0","0","59","0","0","0","64","","307","0","0","Fabianski","0","11162","14","0","0","64","3.2","0","2245","0","259","a","0","0","0","0","305","0","0","11162","2.4","0","0","98","","0","49","12","355","0","0","0","48","0","0","0"
"534","Pablo Fornals Malla","50","MID","West Ham","2","81","8.8","78","0","121","17","54","1.35","false","1","","193","0","0.09","1.43","1","1.6","0","1.06","0.1","44","0.1","0","0","47","","245","0.18","0","P.Fornals","0","349","140","0.09","0","47","0.1","3.9","193","0.2","49","a","2","0.4","0","2","133","0","0","349","1.6","2","8","425","5.0","0.4","53","160","121","0","0","12.8","26","0","1.06","85"
"535","Danny Ings","60","FWD","West Ham","1","174","3","633","0","240","7","17","0.94","false","1","","2457","0","0","7.05","0","2.1","0","7.5","0","18","0.9","0","0","31","","62","0.12","0","Ings","0","11235","24","0.12","0","31","2","1","2457","0.9","87","a","1","0.2","0","1","173","0","0","11235","2.1","1","1","128","","0.2","76","22","240","0","0","0","17","0","0","12"
"536","Ben Johnson","45","DEF","West Ham","0","387","0","378","0","427","0","179","0","false","0","","43","0","0","0","0","2","0","0","0","178","0","0","0","182","","425","0","0","Johnson","0","287","176","0","0","182","0.1","0","43","0","357","a","0","0","0","0","381","0","0","287","2","0","0","457","","0","177","115","427","0","0","0","169","0","0","0"
"537","Thilo Kehrer","45","DEF","West Ham","1","372","0.2","361","0","175","0","71","0.02","false","0","","104","0","0","0.45","0","2","0","0","0","170","0","0","0","61","","399","0","0","Kehrer","0","540","141","0","0","61","0.2","0","104","0","336","a","1","0.2","0","1","194","0","0","540","2","1","3","363","","0.2","168","99","175","0","0","0","157","0","0","4"
"538","Divin Mubama","45","FWD","West Ham","0","453","0","446","0","489","0","38","0","false","0","","12685","0","0","0","0","1","0","0","0","40","0","0","0","51","","511","0","0","Mubama","0","19802","7","0","0","51","12.1","0","12685","0","429","a","0","0","0","0","448","0","0","19802","1","0","0","35","","0","39","81","489","0","0","0","40","0","0","0"
"539","Lucas Tolentino Coelho de Lima","60","MID","West Ham","1","44","15.2","24","0","243","16","30","1.37","false","1","","3481","1","0.21","1.37","1","2.2","3","1","0.21","22","0.18","0","0","115","","75","0.39","3","L.Paquetá","0","6823","46","0.18","0","115","1.6","6.1","3481","0.39","56","a","1","0.2","0","1","85","0","0","6823","2.2","1","11","135","","0.2","18","45","243","0","0","29.4","33","0","1","90"
"541","Gianluca Scamacca","60","FWD","West Ham","0","638","0","638","0","638","0","78","0","false","0","Permanent transfer to Atalanta BC","0","0","0","0","0","0","0","0","0","78","0","0","0","79","2023-08-09 08:38:29.554","71","0","0","Scamacca","0","1687","68","0","0","79","0.1","0","0","0","634","u","0","0","0","0","636","0","0","1687","0","0","0","494","","0","78","24","638","0","0","0","78","0","0","0"
"542","Tomáš Souček","50","MID","West Ham","7","47","32.8","89","0","23","16","11","1.37","false","1","","6286","0","0.01","1.37","1","1.6","0","1","0.01","24","0.37","0","2","8","","243","0.38","0","Souček","0","2217","51","0.37","0","8","1.2","6","6286","0.38","54","a","7","1.4","0","7","27","1","0","2217","1.6","7","24","155","","1.4","58","159","23","0","0","11","31","0","1","90"
"543","Nikola Vlašić","45","MID","West Ham","0","360","0","349","0","402","0","108","0","false","0","Permanent transfer to Torino","0","0","0","0","0","0","0","0","0","112","0","0","0","134","2023-08-10 13:50:57.779","382","0","0","Vlašić","0","2982","110","0","0","134","0.2","0","0","0","323","u","0","0","0","0","355","0","0","2982","0","0","0","358","","0","110","211","402","0","0","0","95","0","0","0"
"544","Kurt Zouma","45","DEF","West Ham","2","139","19.4","321","0","88","0","27","1.37","false","1","","1226","0","0","1.37","1","2","0","1","0","50","0","0","0","28","","341","0","0","Zouma","0","1673","60","0","0","28","1","1.9","1226","0","289","a","2","0.4","0","2","66","0","0","1673","2","2","10","171","","0.4","143","58","88","0","0","0","126","0","1","90"
"577","Angelo Ogbonna","45","DEF","West Ham","0","311","0","295","0","356","0","135","0","false","0","","62","0","0","0","0","2","0","0","0","133","0","0","0","138","","308","0","0","Ogbonna","0","375","161","0","0","138","0.1","0","62","0","260","a","0","0","0","0","306","0","0","375","2","0","0","422","","0","130","38","356","0","0","0","110","0","0","0"
"642","Edson Álvarez Velázquez","50","MID","West Ham","0","550","0","544","0","567","0","214","0","false","0","Lack of match fitness - Expected back 20 Aug","300","0","0","0","0","0","0","0","0","218","0","0","0","226","2023-08-11 13:30:07.342","242","0","0","Álvarez","0","1191","142","0","0","226","0.1","0","300","0","536","i","0","0","0","0","546","0","0","1191","0","0","0","429","","0","217","158","567","0","0","0","209","0","0","0"
"647","Joseph Anang","40","GKP","West Ham","0","287","0","271","0","333","0","50","0","false","0","","134","0","0","0","0","1","0","0","0","50","0","0","0","55","","632","0","0","Anang","0","9","72","0","0","55","0","0","134","0","233","a","0","0","0","0","281","0","0","9","1","0","0","634","","0","40","68","333","0","0","0","39","0","0","0"
"545","Rayan Aït-Nouri","45","DEF","Wolves","0","431","0","424","0","467","0","196","0","false","0","","724","0","0","0","0","1.5","0","0","0","195","0","0","0","197","","480","0","0","Aït-Nouri","0","641","99","0","0","197","0.3","0","724","0","405","a","0","0","0","0","426","0","0","641","2","0","0","267","","0","195","141","467","0","0","0","189","0","0","0"
"546","Daniel Bentley","40","GKP","Wolves","0","215","0","197","0","263","0","23","0","false","0","","456","0","0","0","0","0.5","0","0","0","23","0","0","0","28","","558","0","0","Bentley","0","389","34","0","0","28","0.5","0","456","0","159","a","0","0","0","0","209","0","0","389","1","0","0","236","","0","11","39","263","0","0","0","10","0","0","0"
"547","Bendegúz Bolla","40","DEF","Wolves","0","276","0","260","0","322","0","109","0","false","0","","1457","0","0","0","0","0.5","0","0","0","108","0","0","0","114","","621","0","0","Bolla","0","1296","65","0","0","114","0.9","0","1457","0","222","a","0","0","0","0","270","0","0","1296","1","0","0","184","","0","105","189","322","0","0","0","82","0","0","0"
"548","Hugo Bueno López","45","DEF","Wolves","0","461","0","454","0","497","0","198","0","false","0","","183","0","0","0","0","1.5","0","0","0","197","0","0","0","200","","519","0","0","Bueno","0","352","155","0","0","200","0.1","0","183","0","437","a","0","0","0","0","456","0","0","352","2","0","0","404","5.0","0","197","148","497","0","0","0","193","0","0","0"
"549","Francisco Jorge Tomás Oliveira","45","MID","Wolves","0","471","0","464","0","505","0","155","0","false","0","Season long loan to Stoke Utd","0","0","0","0","0","0","0","0","0","159","0","0","0","179","2023-07-24 10:00:19.445","530","0","0","Chiquinho","0","133","253","0","0","179","0","0","0","0","448","u","0","0","0","0","466","0","0","133","0","0","0","615","","0","158","267","505","0","0","0","145","0","0","0"
"550","Luke Cundle","45","MID","Wolves","0","414","0","406","0","454","0","122","0","false","0","Season long loan to Plymouth Argyle","0","0","0","0","0","0","0","0","0","126","0","0","0","148","2023-08-09 08:37:41.375","460","0","0","Cundle","0","306","216","0","0","148","0","0","0","0","387","u","0","0","0","0","408","0","0","306","0","0","0","557","","0","124","228","454","0","0","0","110","0","0","0"
"551","Craig Dawson","45","DEF","Wolves","0","322","0","307","0","366","0","142","0","false","0","","180","0","0","0","0","1.5","0","0","0","140","0","0","0","145","","322","0","0","Dawson","0","314","126","0","0","145","0.2","0","180","0","274","a","0","0","0","0","317","0","0","314","2","0","0","330","","0","137","47","366","0","0","0","119","0","0","0"
"552","Fábio Silva","55","FWD","Wolves","0","625","0","623","0","629","0","71","0","false","0","","1240","0","0","0","0","1.4","0","0","0","71","0","0","0","75","","140","0","0","Fábio Silva","0","1038","49","0","0","75","0.3","0","1240","0","621","a","0","0","0","0","621","0","0","1038","1.9","0","0","275","","0","70","36","629","0","0","0","71","0","0","0"
"554","Gonçalo Manuel Ganchinho Guedes","55","MID","Wolves","0","609","0","607","0","615","0","245","0","false","0","","195","0","0","0","0","1.6","0","0","0","249","0","0","0","253","","110","0","0","Guedes","0","372","148","0","0","253","0.1","0","195","0","603","a","0","0","0","0","605","0","0","372","2.1","0","0","436","","0","248","67","615","0","0","0","244","0","0","0"
"555","Joe Hodge","45","MID","Wolves","0","403","0","395","0","443","0","116","0","false","0","","256","0","0","0","0","0.5","0","0","0","120","0","0","0","142","","446","0","0","Hodge","0","345","147","0","0","142","0.1","0","256","0","376","a","0","0","0","0","397","0","0","345","1","0","0","435","","0","118","222","443","0","0","0","104","0","0","0"
"556","Ki-Jana Hoever","40","DEF","Wolves","0","282","0","266","0","328","0","115","0","false","0","Season long loan to Stoke Utd","0","0","0","0","0","0","0","0","0","114","0","0","0","120","2023-07-24 09:58:05.682","627","0","0","Hoever","0","517","165","0","0","120","0.1","0","0","0","228","u","0","0","0","0","276","0","0","517","0","0","0","434","","0","111","195","328","0","0","0","88","0","0","0"
